Especialista	nccs	O
en	sp	O
Seguridad	ncfs	B-AREA
y	cc	I-AREA
Salud	ncfs	I-AREA
Ocupacional	aqcs	I-AREA
.	fp	O

CSC	np00	B-ORG
,	fc	O
empresa	ncfs	O
multinacional	aqcs	O
de	sp	O
tecnología	ncfs	O
,	fc	O
seleccionará	vmi	O
un	di0ms	O
Especialista	nccs	O
en	sp	O
Seguridad	ncfs	B-AREA
y	cc	I-AREA
Salud	ncfs	I-AREA
Ocupacional	aqcs	I-AREA
que	pr0cn	O
cumpla	vms	O
con	sp	O
los	da0mp	O
siguientes	aqcp	O
requisitos	ncmp	O
:	fd	O

*	fz	O
Ingeniero	ncms	B-REQ
en	sp	O
las	da0fp	O
carreras	ncfp	O
de	sp	O
Minas	np00	B-CARR
,	fc	O
Geología	np00	B-CARR
o	cc	O
Metalurgia	np00	B-CARR
.	fp	O

*	fz	O
Colegiatura	ncfs	B-REQ
activa	aqfs	O
(	fpa	O
Registro	ncms	O
en	sp	O
el	da0ms	O
Colegio	ncms	B-ORG
de	sp	I-ORG
Ingenieros	ncmp	I-ORG
de	sp	I-ORG
Perú	np00	I-ORG
)	fpt	O
.	fp	O

*	fz	O
Experiencia	ncfs	O
no	rn	O
menor	aqcs	O
a	sp	O
02	z	O
años	ncmp	O
.	fp	O

*	fz	O
Licencia	ncfs	O
de	sp	O
conducir	vmn	O
con	sp	O
antigüedad	ncfs	O
de	sp	O
02	z	O
años	ncmp	O
(	fpa	O
Deseable	aqcs	O
)	fpt	O
.	fp	O

*	fz	O
Idioma	ncms	O
Inglés	np00	B-REQ
(	fpa	O
Deseable	aqcs	O
)	fpt	O
.	fp	O

Sus	dp3cp	O
principales	aqcp	O
responsabilidades	ncfp	O
serán	vsi	O
:	fd	O

*	fz	O
Implementar	vmn	B-FUN
,	fc	I-FUN
gestionar	vmn	I-FUN
y	cc	I-FUN
coordinar	vmn	I-FUN
los	da0mp	I-FUN
programas	ncmp	I-FUN
de	sp	I-FUN
seguridad	ncfs	I-FUN
.	fp	O

*	fz	O
Analiza	vmi	B-FUN
los	da0mp	I-FUN
datos	ncmp	I-FUN
de	sp	I-FUN
accidentes	ncmp	I-FUN
y	cc	O
recomendar	vmn	B-FUN
soluciones	ncfp	I-FUN
para	sp	I-FUN
reducir	vmn	I-FUN
la	da0fs	I-FUN
frecuencia	ncfs	I-FUN
y	cc	I-FUN
gravedad	ncfs	I-FUN
de	sp	I-FUN
los	da0mp	I-FUN
accidentes	ncmp	I-FUN
.	fp	O

*	fz	O
Validar	vmn	B-FUN
que	cs	I-FUN
las	da0fp	I-FUN
instalaciones	ncfp	I-FUN
se	p0000	I-FUN
mantengan	vms	I-FUN
y	cc	I-FUN
estén	vms	I-FUN
en	sp	I-FUN
conformidad	ncfs	I-FUN
con	sp	I-FUN
las	da0fp	I-FUN
regulaciones	ncfp	I-FUN
gubernamentales	aqcp	I-FUN
.	fp	O

*	fz	O
Realizar	vmn	B-FUN
encuestas	ncfp	I-FUN
periódicas	aqfp	I-FUN
e	cc	O
inspecciones	ncfp	B-FUN
de	sp	I-FUN
las	da0fp	I-FUN
instalaciones	ncfp	I-FUN
y	cc	I-FUN
equipos	ncmp	I-FUN
para	sp	O
cumplir	vmn	B-FUN
con	sp	I-FUN
las	da0fp	I-FUN
regulaciones	ncfp	I-FUN
gubernamentales	aqcp	I-FUN
.	fp	O

*	fz	O
Gestionar	vmn	B-FUN
que	cs	I-FUN
los	da0mp	I-FUN
empleados	ncmp	I-FUN
participen	vms	I-FUN
en	sp	I-FUN
el	da0ms	I-FUN
sistema	ncms	I-FUN
de	sp	I-FUN
entrenamiento	ncms	I-FUN
de	sp	I-FUN
seguridad	ncfs	I-FUN
.	fp	O

*	fz	O
Asistir	vmn	B-FUN
en	sp	I-FUN
la	da0fs	I-FUN
compilación	ncfs	I-FUN
y	cc	I-FUN
el	da0ms	I-FUN
análisis	ncmn	I-FUN
de	sp	I-FUN
datos	ncmp	I-FUN
de	sp	I-FUN
la	da0fs	I-FUN
compañía	ncfs	I-FUN
para	sp	O
evaluar	vmn	B-FUN
el	da0ms	I-FUN
cumplimiento	ncms	I-FUN
regulatorio	aqms	I-FUN
.	fp	O

*	fz	O
Gestionar	vmn	B-FUN
que	cs	I-FUN
los	da0mp	I-FUN
empleados	ncmp	I-FUN
participen	vms	I-FUN
en	sp	I-FUN
los	da0mp	I-FUN
programas	ncmp	I-FUN
de	sp	I-FUN
salud	ncfs	I-FUN
ocupacional	aqcs	I-FUN
.	fp	O

La	da0fs	O
persona	ncfs	O
que	pr0cn	O
ocupe	vms	O
esta	dd0fs	O
posición	ncfs	O
deberá	vmi	O
contar	vmn	O
con	sp	O
excelentes	aqcp	O
habilidades	ncfp	O
de	sp	O
comunicación	ncfs	B-REQ
,	fc	O
trabajo	ncms	B-REQ
en	sp	I-REQ
equipo	ncms	I-REQ
,	fc	O
dinamismo	ncms	B-REQ
,	fc	O
atención	ncfs	B-REQ
al	sp	I-REQ
detalle	ncms	I-REQ
,	fc	O
capacidad	ncfs	O
de	sp	O
análisis	ncmn	B-REQ
,	fc	O
compromiso	ncms	B-REQ
,	fc	O
tolerancia	ncfs	B-REQ
al	sp	O
trabajo	ncms	B-REQ
bajo	sp	I-REQ
presión	ncfs	I-REQ
,	fc	O
y	cc	O
excelentes	aqcp	O
relaciones	ncfp	B-REQ
interpersonales	aqcp	I-REQ
.	fp	O

Ofrecemos	vmi	O
Sueldo	ncms	O
Básico	aqms	B-SAL
+	fz	O
Turno	ncms	B-MISC
de	sp	I-MISC
labores	ncfp	I-MISC
5x2	z	I-MISC
(	fpa	O
Lunes	w	B-DATE
a	sp	I-DATE
viernes	w	I-DATE
)	fpt	O
+	fz	O
Contrato	ncms	O
por	sp	O
4	z	O
meses	ncmp	O
,	fc	O
y	cc	O
demás	di0cp	O
beneficios	ncmp	B-BEN
de	sp	I-BEN
acuerdo	ncms	I-BEN
a	sp	I-BEN
la	da0fs	I-BEN
Ley	ncfs	I-BEN
.	fp	O

Los	da0mp	O
interesados	ncmp	O
deberán	vmi	O
enviar	vmn	O
su	dp3cs	O
CV	np00	O
con	sp	O
sus	dp3cp	O
expectativas	ncfp	O
de	sp	O
salario	ncms	O
a	sp	O
xxxxxxxxx	np00	B-MISC
#	fz	I-MISC
@	fz	I-MISC
xxxxx	np00	I-MISC
.	fp	I-MISC
xxx	np00	I-MISC

Además	rg	O
podrán	vmi	O
visitar	vmn	O
nuestra	dp1fs	O
página	ncfs	O
www	np00	B-MISC
.	fp	I-MISC
csc	np00	I-MISC
.	fp	I-MISC
com	np00	I-MISC

Ref	np00	O
S	np00	B-ORG
&	np00	I-ORG
SO	np00	I-ORG

