Practicante	nccs	O
Egresado	aqms	O
de	sp	O
Ingeniería	np00	B-CARR
Naval	np00	I-CARR
/	fh	O
Mecánica	np00	B-CARR
.	fp	O

SERVICIOS	ncmp	O
INDUSTRIALES	aqcp	O
DE	sp	O
LA	da0fs	B-LUG
MARINA	np00	I-LUG

Prestigioso	aqms	O
Astillero	ncms	O
y	cc	O
líder	nccs	O
en	sp	O
metalmecánica	ncms	O
a	sp	O
nivel	ncms	O
internacional	aqcs	O
,	fc	O
avalado	vmp	O
con	sp	O
las	da0fp	O
normativas	ncfp	O
internacionales	aqcp	O
más	rg	O
exigentes	aqcp	O
(	fpa	O
ISO	np00	O
9001	z	O
,	fc	O
ISO	np00	O
14001	z	O
,	fc	O
OHSAS	np00	O
18001	z	O
)	fpt	O
,	fc	O
se	p0000	O
encuentra	vmi	O
en	sp	O
búsqueda	ncfs	O
del	sp	O
siguiente	aqcs	O
Talento	ncms	O
:	fd	O

"	fe	O
PRACTICANTE	nccs	O
DE	sp	O
INGENIERIA	np00	B-CARR
NAVAL	np00	I-CARR
/	fh	O
MECÁNICA	np00	B-CARR
"	fe	O

COMPETENCIAS	ncfp	O
:	fd	O

*	fz	O
Responsabilidad	ncfs	B-REQ

*	fz	O
Pro	aqcn	B-REQ
actividad	ncfs	I-REQ

*	fz	O
Trabajo	ncms	B-REQ
en	sp	I-REQ
equipo	ncms	I-REQ

*	fz	O
Comunicación	ncfs	B-REQ

REQUISITOS	ncms	O
:	fd	O

*	fz	O
Egresado	ncms	O
de	sp	O
la	da0fs	O
carrera	ncfs	O
de	sp	O
Ing	np00	B-CARR
.	fp	I-CARR
Naval	np00	I-CARR
o	cc	O
Ing	np00	B-CARR
.	fp	I-CARR
Mecánica	np00	I-CARR

ACTIVIDADES	ncfp	O
DE	sp	O
APOYO	ncms	O
:	fd	O

*	fz	O
Apoyo	ncms	B-FUN
en	sp	I-FUN
la	da0fs	I-FUN
recopilación	ncfs	I-FUN
y	cc	I-FUN
proceso	ncms	I-FUN
de	sp	I-FUN
la	da0fs	I-FUN
información	ncfs	I-FUN
de	sp	I-FUN
los	da0mp	I-FUN
recursos	ncmp	I-FUN
de	sp	I-FUN
producción	ncfs	I-FUN
de	sp	I-FUN
mano	ncfs	I-FUN
de	sp	I-FUN
obra	ncfs	I-FUN
,	fc	I-FUN
materiales	ncmp	I-FUN
y	cc	I-FUN
maquinaria	ncfs	I-FUN
.	fp	O

*	fz	O
Apoyo	ncms	B-FUN
en	sp	I-FUN
la	da0fs	I-FUN
recopilación	ncfs	I-FUN
y	cc	I-FUN
proceso	ncms	I-FUN
de	sp	I-FUN
la	da0fs	I-FUN
información	ncfs	I-FUN
sobre	sp	I-FUN
la	da0fs	I-FUN
utilización	ncfs	I-FUN
de	sp	I-FUN
los	da0mp	I-FUN
recursos	ncmp	I-FUN
de	sp	I-FUN
mano	ncfs	I-FUN
de	sp	I-FUN
obra	ncfs	I-FUN
.	fp	O

*	fz	O
Apoyo	ncms	B-FUN
en	sp	I-FUN
la	da0fs	I-FUN
recopilación	ncfs	I-FUN
y	cc	I-FUN
proceso	ncms	I-FUN
de	sp	I-FUN
la	da0fs	I-FUN
información	ncfs	I-FUN
de	sp	I-FUN
la	da0fs	I-FUN
mano	ncfs	I-FUN
de	sp	I-FUN
obra	ncfs	I-FUN
improductiva	aqfs	I-FUN
.	fp	O

BENEFICIOS	ncmp	O
:	fd	O

*	fz	O
Modalidad	ncfs	B-BEN
formativa	aqfs	I-BEN

*	fz	O
Ingresar	vmn	B-BEN
a	sp	I-BEN
una	di0fs	I-BEN
empresa	ncfs	I-BEN
de	sp	I-BEN
prestigio	ncms	I-BEN
internacional	aqcs	I-BEN
.	fp	O

*	fz	O
Horario	ncms	O
de	sp	O
Lunes	w	B-DATE
a	sp	I-DATE
viernes	w	I-DATE
.	fp	O

Enviar	vmn	O
Hoja	ncfs	O
de	sp	O
vida	ncfs	O
por	sp	O
correo	ncms	O
electrónico	aqms	O
indicando	vmg	O
asunto	ncms	O
:	fd	O
Practicante	nccs	O
Ing	np00	B-CARR
.	fp	I-CARR
Naval	np00	I-CARR
/	fh	O
Mecánica	np00	B-CARR

