Higienista	nccs	B-JOB
y	cc	O
monitorista	nccs	B-JOB
ocupacional	aqcs	I-JOB
.	fp	O

Somos	vsi	O
una	di0fs	O
empresa	ncfs	O
consultora	ncfs	O
de	sp	O
primer	aoms	O
nivel	ncms	O
,	fc	O
estamos	vmi	O
en	sp	O
la	da0fs	O
búsqueda	ncfs	O
del	sp	O
mejor	aqcs	O
talento	ncms	O
en	sp	O
experiencia	ncfs	O
comprobada	vmp	O
en	sp	O
elaboración	ncfs	B-FUN
de	sp	I-FUN
monitoreos	ncmp	I-FUN
ocupacionales	aqcp	I-FUN
,	fc	O
manejo	ncms	O
de	sp	O
equipos	ncmp	B-REQ
,	fc	O
conocimiento	ncms	O
de	sp	O
protocolos	ncmp	B-REQ
y	cc	O
estándares	ncmp	B-REQ
,	fc	O
monitoreos	ncmp	B-FUN
de	sp	I-FUN
tipo	ncms	I-FUN
físicos	aqmp	I-FUN
,	fc	I-FUN
químicos	aqmp	I-FUN
,	fc	I-FUN
biológicos	aqmp	I-FUN
,	fc	I-FUN
ergonómicos	aqmp	I-FUN
y	cc	I-FUN
psicosociales	aqcp	I-FUN
,	fc	O
y	cc	O
la	da0fs	O
elaboración	ncfs	B-FUN
de	sp	I-FUN
los	da0mp	I-FUN
informes	ncmp	I-FUN
respectivos	aqmp	I-FUN
.	fp	O

Egresados	ncmp	O
Bachiller	ncms	O
en	sp	O
Química	np00	B-CARR
,	fc	O
Ingeniería	np00	B-CARR
Química	np00	I-CARR
,	fc	O
Ingeniero	np00	B-CARR
Ambiental	np00	I-CARR
,	fc	O
Ingeniería	np00	B-CARR
Industrial	np00	I-CARR
,	fc	O
Biólogos	np00	B-CARR
,	fc	O
entre	sp	O
otros	pi0mp	O
.	fp	O

