Especialista	nccs	O
en	sp	O
Meteorología	np00	B-CARR
.	fp	O

Experiencia	ncfs	O
-	fg	O
Experiencia	ncfs	O
laboral	aqcs	O
mínima	aqfs	O
de	sp	O
01	z	O
año	ncms	O
en	sp	O
actividades	ncfp	O
relacionadas	aqfp	O
a	sp	O
la	da0fs	O
meteorología	ncfs	B-AREA
.	fp	O
(	fpa	O
deseable	aqcs	O
)	fpt	O

Competencias	ncfp	O
-	fg	O
Proactivo	aqms	B-REQ

*	fz	O
Responsabilidad	ncfs	B-REQ

*	fz	O
Innovación	ncfs	B-REQ
y	cc	O
vocación	ncfs	O
de	sp	O
servicio	ncms	O

*	fz	O
Capacidad	ncfs	O
de	sp	O
organización	ncfs	B-REQ

*	fz	O
Capacidad	ncfs	O
para	sp	O
trabajar	vmn	B-REQ
en	sp	I-REQ
equipo	ncms	I-REQ
,	fc	O
bajo	sp	B-REQ
presión	ncfs	I-REQ

*	fz	O
Tolerancia	ncfs	B-REQ
para	sp	O
trabajar	vmn	B-REQ
bajo	sp	I-REQ
presión	ncfs	I-REQ

*	fz	O
Iniciativa	ncfs	B-REQ
y	cc	O
responsabilidad	ncfs	B-REQ
en	sp	O
el	da0ms	O
cumplimiento	ncms	O
de	sp	O
las	da0fp	O
actividades	ncfp	O
encomendadas	aqfp	O
.	fp	O

Formación	ncfs	O
Académica	aqfs	O
,	fc	O
grado	ncms	O
académico	aqms	O
y/o	cc	O
nivel	ncms	O
de	sp	O
estudios	ncmp	O
Egresado	ncms	O
en	sp	O
Meteorología	np00	B-CARR
.	fp	O

Capacitación	ncfs	O
en	sp	O
:	fd	O
Cursos	ncmp	O
-	fg	O
Estudios	ncmp	O
de	sp	O
especialización	ncfs	B-REQ
-	fg	O
Diplomados	ncmp	B-REQ
(	fpa	O
igual	aqcs	O
o	cc	O
más	rg	O
de	sp	O
100	z	O
horas	ncfp	O
)	fpt	O
-	fg	O
Curso	ncms	O
de	sp	O
climatología	ncfs	B-AREA
y/o	cc	O
meteorología	ncfs	B-AREA
(	fpa	O
deseable	aqcs	O
)	fpt	O

*	fz	O
Curso	ncms	O
de	sp	O
idioma	ncms	O
inglés	np00	B-REQ
básico	aqms	O

