Supervisora	ncfs	B-JOB
de	sp	O
control	ncms	B-AREA
de	sp	I-AREA
calidad	ncfs	I-AREA
.	fp	O

Funciones	ncfp	O
:	fd	O

Egresada	ncfs	O
de	sp	O
las	da0fp	O
carreras	ncfp	O
de	sp	O
técnica	ncfs	B-REQ
química	np00	B-CARR
o	cc	O
prensa	ncfs	O
offset	aqfs	O
.	fp	O

Requerimientos	ncmp	O
:	fd	O

Técnico	ncms	B-REQ
titulado	aqms	I-REQ
en	sp	O
otros	pi0mp	O
.	fp	O

Experiencia	ncfs	O
:	fd	O

En	sp	O
el	da0ms	O
área	ncfs	O
de	sp	O
producción	ncmn	B-AREA
.	fp	O

Manejo	ncms	O
de	sp	O
programas	ncmp	O
:	fd	O

Microsoft	np00	B-REQ
word	np00	I-REQ
a	sp	O
nivel	ncms	O
básico	aqms	O
,	fc	O
microsoft	np00	B-REQ
excel	np00	I-REQ
a	sp	O
nivel	ncms	O
básico	aqms	O
.	fp	O

