PROMOTORES	ncmp	B-JOB
DE	sp	I-JOB
BANCA	ncfs	I-JOB
NEGOCIOS	ncmp	I-JOB
-	fg	O
TODO	di0ms	O
LIMA	np00	B-LUG
.	fp	O

Por	sp	O
encargo	ncms	O
de	sp	O
un	di0ms	O
prestigioso	aqms	O
banco	ncms	O
se	p0000	O
requiere	vmi	O
de	sp	O
Asesores	ncmp	B-JOB
en	sp	I-JOB
Productos	ncmp	I-JOB
Pyme	np00	I-JOB

Requisitos	ncmp	O
:	fd	O

Buena	aqfs	O
comunicación	ncfs	B-REQ

Estudios	ncmp	O
básicos	aqmp	O
en	sp	O
Administración	np00	B-CARR
,	fc	O
Contabilidad	np00	B-CARR
y	cc	O
afines	aqcp	B-CARR
.	fp	O

Haber	vai	O
laborado	vmn	O
en	sp	O
entidades	ncfp	B-AREA
financieras	aqfp	I-AREA
colocando	vmg	B-FUN
productos	ncmp	I-FUN
Pyme	np00	I-FUN
.	fp	O
(	fpa	O
Preferible	aqcs	O
)	fpt	O

Experiencia	ncfs	O
en	sp	O
ventas	ncfp	B-AREA
.	fp	O

Ofrecemos	vmi	O
:	fd	O

Línea	ncfs	B-BEN
de	sp	I-BEN
carrera	ncfs	I-BEN

Capacitaciones	ncfp	B-BEN

Aprendizaje	ncms	B-BEN
desarrollado	vmp	I-BEN
por	sp	I-BEN
el	da0ms	I-BEN
banco	ncms	I-BEN
en	sp	I-BEN
Leasing	np00	I-BEN
,	fc	I-BEN
Leaseback	np00	I-BEN
,	fc	I-BEN
Comex	np00	I-BEN
,	fc	I-BEN
Capital	ncms	I-BEN
de	sp	I-BEN
trabajo	ncms	I-BEN
,	fc	I-BEN
etc	fs	I-BEN

Competencias	ncfp	O
:	fd	O

Altamente	rg	O
comunicativos	aqmp	B-REQ

Proactividad	ncfs	B-REQ

Empatía	ncfs	B-REQ

Trabajo	ncms	B-REQ
en	sp	I-REQ
equipo	ncms	I-REQ

Técnico	ncms	B-REQ
egresado	aqms	O
en	sp	O
Finanzas	np00	B-CARR
y	cc	O
Banca	np00	B-CARR
.	fp	O

Experiencia	ncfs	O
:	fd	O

En	sp	O
el	da0ms	O
área	ncfs	O
de	sp	O
Banca	ncfs	B-AREA
.	fp	O

Idioma	ncms	O

Español	np00	B-REQ
a	sp	O
nivel	ncms	O
avanzado	aqms	O

Manejo	ncms	O
de	sp	O
programas	ncmp	O
:	fd	O

Microsoft	np00	B-REQ
Excel	np00	I-REQ
a	sp	O
nivel	ncms	O
básico	aqms	O
.	fp	O

