time	iter	num.topics	gamma	alpha		word.count	likelihood	avg.likelihood
0	1	18		1.00000	1.00000		178063		-1252965.033	-7.03664
1	2	16		1.00000	1.00000		178063		-1249042.520	-7.01461
1	3	16		1.00000	1.00000		178063		-1246121.418	-6.99821
1	4	16		1.00000	1.00000		178063		-1244008.899	-6.98634
1	5	16		1.00000	1.00000		178063		-1241754.540	-6.97368
1	6	17		1.00000	1.00000		178063		-1240294.886	-6.96548
1	7	17		1.00000	1.00000		178063		-1239181.853	-6.95923
1	8	16		1.00000	1.00000		178063		-1237417.388	-6.94932
2	9	16		1.00000	1.00000		178063		-1236279.526	-6.94293
2	10	16		1.00000	1.00000		178063		-1234750.191	-6.93434
2	11	17		1.00000	1.00000		178063		-1233302.989	-6.92622
2	12	18		1.00000	1.00000		178063		-1232672.953	-6.92268
2	13	18		1.00000	1.00000		178063		-1231906.508	-6.91837
2	14	20		1.00000	1.00000		178063		-1230748.260	-6.91187
3	15	20		1.00000	1.00000		178063		-1230088.068	-6.90816
3	16	18		1.00000	1.00000		178063		-1229210.143	-6.90323
3	17	19		1.00000	1.00000		178063		-1228552.888	-6.89954
3	18	19		1.00000	1.00000		178063		-1228403.081	-6.89870
3	19	19		1.00000	1.00000		178063		-1228036.448	-6.89664
3	20	19		1.00000	1.00000		178063		-1227791.358	-6.89526
4	21	19		1.00000	1.00000		178063		-1227407.754	-6.89311
4	22	19		1.00000	1.00000		178063		-1226628.259	-6.88873
4	23	19		1.00000	1.00000		178063		-1227083.884	-6.89129
4	24	19		1.00000	1.00000		178063		-1226861.019	-6.89004
4	25	19		1.00000	1.00000		178063		-1226472.666	-6.88786
4	26	19		1.00000	1.00000		178063		-1226855.376	-6.89001
5	27	19		1.00000	1.00000		178063		-1226177.022	-6.88620
5	28	19		1.00000	1.00000		178063		-1225884.992	-6.88456
5	29	19		1.00000	1.00000		178063		-1226225.823	-6.88647
5	30	19		1.00000	1.00000		178063		-1225999.533	-6.88520
5	31	20		1.00000	1.00000		178063		-1225889.334	-6.88458
5	32	20		1.00000	1.00000		178063		-1225112.864	-6.88022
6	33	21		1.00000	1.00000		178063		-1224309.796	-6.87571
6	34	20		1.00000	1.00000		178063		-1223971.796	-6.87381
6	35	20		1.00000	1.00000		178063		-1222951.600	-6.86808
6	36	19		1.00000	1.00000		178063		-1221980.500	-6.86263
6	37	20		1.00000	1.00000		178063		-1221896.578	-6.86216
6	38	19		1.00000	1.00000		178063		-1221180.036	-6.85813
7	39	19		1.00000	1.00000		178063		-1220187.028	-6.85256
7	40	19		1.00000	1.00000		178063		-1218600.550	-6.84365
7	41	20		1.00000	1.00000		178063		-1217521.752	-6.83759
7	42	20		1.00000	1.00000		178063		-1217035.109	-6.83486
7	43	20		1.00000	1.00000		178063		-1216684.970	-6.83289
7	44	20		1.00000	1.00000		178063		-1215689.425	-6.82730
8	45	20		1.00000	1.00000		178063		-1214645.566	-6.82144
8	46	20		1.00000	1.00000		178063		-1214777.575	-6.82218
8	47	20		1.00000	1.00000		178063		-1213671.985	-6.81597
8	48	20		1.00000	1.00000		178063		-1212671.349	-6.81035
8	49	22		1.00000	1.00000		178063		-1212130.521	-6.80731
9	50	21		1.00000	1.00000		178063		-1211913.291	-6.80609
9	51	22		1.00000	1.00000		178063		-1212571.773	-6.80979
9	52	21		1.00000	1.00000		178063		-1212150.179	-6.80742
9	53	20		1.00000	1.00000		178063		-1211180.901	-6.80198
9	54	21		1.00000	1.00000		178063		-1210242.555	-6.79671
9	55	21		1.00000	1.00000		178063		-1209271.564	-6.79126
10	56	21		1.00000	1.00000		178063		-1208961.475	-6.78952
10	57	21		1.00000	1.00000		178063		-1208836.780	-6.78882
10	58	21		1.00000	1.00000		178063		-1208149.986	-6.78496
10	59	20		1.00000	1.00000		178063		-1207453.834	-6.78105
10	60	20		1.00000	1.00000		178063		-1207551.282	-6.78160
11	61	20		1.00000	1.00000		178063		-1206892.570	-6.77790
11	62	20		1.00000	1.00000		178063		-1206924.011	-6.77807
11	63	20		1.00000	1.00000		178063		-1205725.163	-6.77134
11	64	21		1.00000	1.00000		178063		-1206017.948	-6.77298
11	65	22		1.00000	1.00000		178063		-1205233.027	-6.76858
11	66	21		1.00000	1.00000		178063		-1204794.294	-6.76611
12	67	21		1.00000	1.00000		178063		-1204706.024	-6.76562
12	68	21		1.00000	1.00000		178063		-1204348.359	-6.76361
12	69	22		1.00000	1.00000		178063		-1204057.679	-6.76198
12	70	22		1.00000	1.00000		178063		-1204441.770	-6.76413
12	71	22		1.00000	1.00000		178063		-1203833.728	-6.76072
12	72	23		1.00000	1.00000		178063		-1203399.112	-6.75828
13	73	23		1.00000	1.00000		178063		-1203621.689	-6.75953
13	74	22		1.00000	1.00000		178063		-1203511.352	-6.75891
