LT	np	B-JOB
Auditor	nc	I-JOB
Senior	adj	I-JOB
Financiero	adj	I-JOB
-	fg	O
Huancayo	np	B-LUG
(	fpa	O
Banca	nc	B-AREA
y	cc	I-AREA
Finanzas	nc	I-AREA
)	fpt	O

Nuestro	det	O
cliente	nc	O
,	fc	O
importante	adj	O
empresa	nc	O
del	sp	O
rubro	nc	O
de	sp	O
microfinanzas	nc	O
,	fc	O
se	pron	O
encuentra	vmi	O
a	sp	O
la	det	O
búsqueda	nc	O
de	sp	O
un	det	O
profesional	adj	O
de	sp	O
primer	adj	O
nivel	nc	O
para	sp	O
laborar	vmn	O
en	sp	O
el	det	O
puesto	nc	O
de	sp	O
Auditor	np	B-JOB
Senior	np	I-JOB
de	sp	I-JOB
Unidad	nc	I-JOB
de	sp	I-JOB
Auditoría	np	I-JOB
Interna	adj	I-JOB
en	sp	O
la	det	O
ciudad	nc	O
de	sp	O
HUANCAYO	np	B-LUG
:	fd	O

Auditor	np	B-JOB
Senior	np	I-JOB
-	fg	O
Huancayo	np	B-LUG
(	fpa	O
Sector	np	B-AREA
Financiero	np	I-AREA
)	fpt	O

Perfil	nc	O
:	fd	O

Profesional	nc	B-REQ
titulado	adj	I-REQ
de	sp	O
preferencia	nc	O
en	sp	O
Contabilidad	np	B-CARR
,	fc	O
Economía	np	B-CARR
,	fc	O
Administración	np	B-CARR
,	fc	O
Ingeniería	np	B-CARR
de	sp	I-CARR
Sistemas	np	I-CARR
,	fc	O
Ingeniería	np	B-CARR
Industrial	np	I-CARR
.	fp	O

Deseable	vmi	O
contar	vmn	O
con	sp	O
especialización	nc	B-REQ
en	sp	O
auditoría	nc	B-REQ
y/o	cc	O
Gestión	nc	B-REQ
Integral	adj	I-REQ
de	sp	I-REQ
Riesgos	nc	I-REQ

Deseable	vmi	O
contar	vmn	O
con	sp	O
certificaciones	nc	O
profesionales	adj	O
vigentes	adj	O
de	sp	O
prestigio	nc	O
internacional	adj	O
como	cs	O
el	det	O
Certified	np	B-REQ
Internal	np	I-REQ
Auditor	np	I-REQ
(	fpa	O
CIA	np	B-REQ
)	fpt	O
,	fc	O
Certified	np	B-REQ
Financial	np	I-REQ
Services	np	I-REQ
Auditor	np	I-REQ
(	fpa	O
CFSA	np	B-REQ
)	fpt	O
,	fc	O
emitido	vmp	O
por	sp	O
el	det	O
Instituto	np	B-ORG
de	sp	I-ORG
Auditores	np	I-ORG
Internos	nc	I-ORG
(	fpa	O
IIA	np	B-ORG
)	fpt	O
.	fp	O

Experiencia	nc	O
mínima	adj	O
de	sp	O
3	z	O
años	nc	O
en	sp	O
auditoría	nc	B-AREA
,	fc	O
de	sp	O
preferencia	nc	O
en	sp	O
el	det	O
sector	nc	B-AREA
financiero	adj	I-AREA
.	fp	O

Office	np	B-REQ
a	sp	O
nivel	nc	O
intermedio	adj	O
.	fp	O

Funciones	nc	O
:	fd	O

Gestionar	vmi	B-FUN
las	det	I-FUN
actividades	nc	I-FUN
de	sp	I-FUN
auditoría	nc	I-FUN
en	sp	I-FUN
las	det	I-FUN
regiones	nc	I-FUN
de	sp	I-FUN
CMAC	np	I-FUN
,	fc	O
con	sp	O
la	det	O
finalidad	nc	O
de	sp	O
verificar	vmn	B-FUN
,	fc	I-FUN
revisar	vmn	I-FUN
y	cc	I-FUN
evaluar	vmn	I-FUN
la	det	I-FUN
eficacia	nc	I-FUN
y	cc	I-FUN
eficiencia	nc	I-FUN
de	sp	I-FUN
los	det	I-FUN
controles	nc	I-FUN
internos	adj	I-FUN
implementados	nc	I-FUN
en	sp	I-FUN
CMAC	np	I-FUN
.	fp	O

Evaluar	vmi	B-FUN
el	det	I-FUN
diseño	nc	I-FUN
,	fc	I-FUN
alcance	nc	I-FUN
y	cc	I-FUN
funcionamiento	nc	I-FUN
del	sp	I-FUN
control	nc	I-FUN
interno	adj	I-FUN
.	fp	O

Informar	vmi	B-FUN
inmediatamente	rg	I-FUN
a	sp	I-FUN
su	det	I-FUN
sub	adj	I-FUN
jefatura	nc	I-FUN
el	det	I-FUN
resultado	nc	I-FUN
de	sp	I-FUN
las	det	I-FUN
labores	nc	I-FUN
y	cc	I-FUN
actividades	nc	I-FUN
desarrolladas	adj	I-FUN
en	sp	I-FUN
el	det	I-FUN
ejercicio	nc	I-FUN
de	sp	I-FUN
sus	det	I-FUN
funciones	nc	I-FUN
,	fc	O
dando	vmg	O
prioridad	nc	O
a	sp	O
los	det	O
hechos	nc	O
significativos	adj	O
.	fp	O

Llevar	vmi	B-FUN
a	sp	I-FUN
cabo	vmn	I-FUN
la	det	I-FUN
planificación	nc	I-FUN
y	cc	I-FUN
ejecución	nc	I-FUN
de	sp	I-FUN
las	det	I-FUN
actividades	nc	I-FUN
encargadas	adj	I-FUN
.	fp	O

Evaluar	vmi	B-FUN
continuamente	rg	I-FUN
el	det	I-FUN
cumplimiento	nc	I-FUN
de	sp	I-FUN
las	det	I-FUN
disposiciones	nc	I-FUN
legales	adj	I-FUN
y	cc	I-FUN
normativa	nc	I-FUN
interna	adj	I-FUN
de	sp	I-FUN
CMAC	np	I-FUN
;	fx	O
así	rg	O
como	cs	O
,	fc	O
proponer	vmn	B-FUN
a	sp	I-FUN
su	det	I-FUN
sub	adj	I-FUN
jefatura	nc	I-FUN
modificaciones	nc	I-FUN
a	sp	I-FUN
la	det	I-FUN
normativa	nc	I-FUN
interna	adj	I-FUN
.	fp	O

Beneficios	nc	O
:	fd	O

Remuneración	nc	O
de	sp	B-SAL
acuerdo	nc	I-SAL
al	sp	I-SAL
mercado	nc	I-SAL

Línea	nc	B-BEN
de	sp	I-BEN
carrera	nc	I-BEN

Todos	det	B-BEN
los	det	I-BEN
beneficios	nc	I-BEN
de	sp	I-BEN
ley	nc	I-BEN

Excelente	nc	B-BEN
ambiente	nc	I-BEN
