Operario	nc	B-JOB
de	sp	I-JOB
Máquina	np	I-JOB
sopladora	np	I-JOB

Se	pron	O
solicita	vmi	O
personal	nc	O
masculino	adj	O
(	fpa	O
experiencia	nc	O
no	rn	O
indispensable	adj	O
)	fpt	O
para	sp	O
soplado	nc	B-FUN
de	sp	I-FUN
envases	nc	I-FUN
de	sp	I-FUN
PET	np	I-FUN
,	fc	O
trabajo	nc	O
inmediato	adj	O
,	fc	O
de	sp	O
preferencia	nc	O
con	sp	O
vivienda	nc	O
cercana	adj	O
al	sp	O
distrito	nc	O
de	sp	O
Los	det	B-LUG
Olivos	np	I-LUG
,	fc	O
horarios	nc	B-MISC
rotativos	adj	I-MISC
de	sp	O
8	w	B-DATE
horas	w	I-DATE
de	sp	O
lun	w	B-DATE
-	fg	I-DATE
sáb	w	I-DATE
.	fp	O
Se	pron	O
ofrece	vmi	O
ingreso	nc	O
a	sp	O
planilla	nc	B-BEN
con	sp	I-BEN
todos	det	I-BEN
los	det	I-BEN
beneficios	nc	I-BEN
sociales	adj	I-BEN
,	fc	O
capacitaciones	nc	B-BEN
por	sp	I-BEN
el	det	I-BEN
personal	nc	I-BEN
interno	adj	I-BEN
y	cc	O
cursos	nc	B-BEN
externos	adj	I-BEN
en	sp	I-BEN
SENATI	np	I-BEN
.	fp	O

