Promotor	nc	B-JOB
de	sp	I-JOB
Marketing	np	I-JOB
-	fg	O
Huacho	np	B-LUG

por	sp	O
encargo	nc	O
de	sp	O
nuestro	det	O
cliente	nc	O
,	fc	O
empresa	nc	O
importante	adj	O
en	sp	O
el	det	O
rubro	nc	O
de	sp	O
Negocios	nc	O
Inmobiliarios	adj	O
,	fc	O
Hoteles	nc	O
y	cc	O
Playas	nc	O
de	sp	O
estacionamiento	nc	O
,	fc	O
nos	pron	O
encontramos	vmi	O
en	sp	O
la	det	O
búsqueda	nc	O
de	sp	O
Promotores	nc	B-JOB
de	sp	I-JOB
Marketing	np	I-JOB
.	fp	O

Funciones	nc	O
:	fd	O

*	fz	O
Dar	vmn	B-FUN
una	det	I-FUN
adecuada	adj	I-FUN
atención	nc	I-FUN
a	sp	I-FUN
los	det	I-FUN
clientes	nc	I-FUN
,	fc	O
brindando	vmi	B-FUN
la	det	I-FUN
información	nc	I-FUN
correcta	adj	I-FUN
sobre	sp	I-FUN
nuestros	det	I-FUN
servicios	nc	I-FUN
.	fp	O

*	fz	O
Repartir	vmn	B-FUN
el	det	I-FUN
material	nc	I-FUN
de	sp	I-FUN
publicidad	nc	I-FUN

*	fz	O
Realizar	vmn	B-FUN
encuestas	nc	I-FUN
al	sp	I-FUN
público	nc	I-FUN
que	pron	I-FUN
haga	vms	I-FUN
uso	nc	I-FUN
de	sp	I-FUN
nuestros	det	I-FUN
servicios	nc	I-FUN
.	fp	O

*	fz	O
Generar	vmn	B-FUN
base	nc	I-FUN
de	sp	I-FUN
clientes	nc	I-FUN

*	fz	O
Trabajo	nc	B-FUN
de	sp	I-FUN
campo	nc	I-FUN
(	fpa	O
lugares	nc	O
concurridos	vmp	O
)	fpt	O
.	fp	O

Requisitos	nc	O
:	fd	O

*	fz	O
Experiencia	nc	O
mínima	adj	O
de	sp	O
03	z	O
meses	nc	O
en	sp	O
atención	nc	B-AREA
al	sp	I-AREA
cliente	nc	I-AREA
.	fp	O

*	fz	O
Disponibilidad	nc	O
de	sp	O
horarios	nc	O
:	fd	O
lunes	w	B-DATE
a	sp	I-DATE
sábados	w	I-DATE
de	sp	I-DATE
9am	w	I-DATE
a	sp	I-DATE
3pm	w	I-DATE
-	fg	I-DATE
3pm	w	I-DATE
a	sp	I-DATE
10pm	w	I-DATE
.	fp	O

Se	pron	O
Ofrece	vmi	O
:	fd	O

*	fz	O
Ingreso	nc	O
a	sp	O
planilla	nc	B-BEN
con	sp	I-BEN
todos	det	I-BEN
los	det	I-BEN
beneficios	nc	I-BEN
de	sp	I-BEN
ley	nc	I-BEN
.	fp	O

*	fz	O
Salario	nc	O
de	sp	O
S/.750	zm	B-SAL

Competencias	nc	O
:	fd	O

*	fz	O
Proactividad	nc	B-REQ
.	fp	O

*	fz	O
Iniciativa	nc	B-REQ
.	fp	O

*	fz	O
Comunicación	nc	B-REQ
eficaz	adj	O
.	fp	O

*	fz	O
Compromiso	nc	B-REQ
.	fp	O

*	fz	O
Disposición	nc	O
al	sp	O
trabajo	nc	O
.	fp	O

