supervisor	nc	B-JOB
de	sp	I-JOB
operación	nc	I-JOB
senior	np	I-JOB

funciones	nc	O
:	fd	O

supervisar	vmn	B-FUN
y	cc	I-FUN
controlar	vmn	I-FUN
el	det	I-FUN
desarrollo	nc	I-FUN
de	sp	I-FUN
las	det	I-FUN
siguientes	adj	I-FUN
tareas	nc	I-FUN
para	sp	I-FUN
el	det	I-FUN
recibo	nc	I-FUN
y	cc	I-FUN
almacenamiento	nc	I-FUN
de	sp	I-FUN
combustible	nc	I-FUN
:	fd	O
gestión	nc	B-FUN
de	sp	I-FUN
las	det	I-FUN
reposiciones	nc	I-FUN
de	sp	I-FUN
combustible	nc	I-FUN
,	fc	O
control	nc	B-FUN
y	cc	I-FUN
reporte	nc	I-FUN
diario	adj	I-FUN
del	sp	I-FUN
stock	nc	I-FUN
de	sp	I-FUN
combustible	nc	I-FUN
en	sp	I-FUN
tanques	nc	I-FUN
,	fc	O
supervisar	vmn	B-FUN
las	det	I-FUN
descargas	nc	I-FUN
de	sp	I-FUN
combustible	nc	I-FUN
según	rg	I-FUN
procedimientos	nc	I-FUN
establecidos	adj	I-FUN
,	fc	O
reporte	nc	B-FUN
de	sp	I-FUN
toda	det	I-FUN
condición	nc	I-FUN
subestándar	adj	I-FUN
observada	vmp	I-FUN
con	sp	I-FUN
implementación	nc	I-FUN
de	sp	I-FUN
acciones	nc	I-FUN
correctivas	adj	I-FUN
.	fp	O

realizar	vmn	B-FUN
la	det	I-FUN
conciliación	nc	I-FUN
diaria	adj	I-FUN
de	sp	I-FUN
consumos	nc	I-FUN
de	sp	I-FUN
combustibles	nc	I-FUN

realizar	vmn	B-FUN
los	det	I-FUN
cierres	nc	I-FUN
diarios	adj	I-FUN
y	cc	I-FUN
mensuales	adj	I-FUN
de	sp	I-FUN
inventarios	nc	I-FUN

supervisar	vmn	B-FUN
el	det	I-FUN
estado	nc	I-FUN
operativo	adj	I-FUN
de	sp	I-FUN
los	det	I-FUN
camiones	nc	I-FUN
de	sp	I-FUN
reparto	nc	I-FUN
en	sp	I-FUN
campo	nc	I-FUN
,	fc	O
reportando	vmg	B-FUN
las	det	I-FUN
deficiencias	nc	I-FUN
encontradas	adj	I-FUN
y	cc	O
coordinando	vmg	B-FUN
la	det	I-FUN
solución	nc	I-FUN
inmediata	adj	I-FUN
.	fp	O

controlar	vmn	B-FUN
el	det	I-FUN
correcto	adj	I-FUN
uso	nc	I-FUN
de	sp	I-FUN
materiales	nc	I-FUN
,	fc	I-FUN
tales	det	I-FUN
como	cs	I-FUN
epp	np	I-FUN
,	fc	I-FUN
ante	sp	I-FUN
derrame	nc	I-FUN
,	fc	I-FUN
repuestos	np	I-FUN
,	fc	I-FUN
entre	sp	I-FUN
otros	pron	I-FUN
,	fc	O
autorizando	vmi	B-FUN
la	det	I-FUN
reposición	nc	I-FUN
de	sp	I-FUN
estos	det	I-FUN
y	cc	O
mantener	vmn	B-FUN
el	det	I-FUN
stock	nc	I-FUN
adecuado	adj	I-FUN
.	fp	O

hacer	vmn	B-FUN
cumplir	vmn	I-FUN
las	det	I-FUN
políticas	nc	I-FUN
y	cc	I-FUN
normas	nc	I-FUN
de	sp	I-FUN
seguridad	nc	I-FUN
y	cc	I-FUN
de	sp	I-FUN
medio	det	I-FUN
ambiente	nc	I-FUN
de	sp	I-FUN
la	det	I-FUN
empresa	nc	I-FUN
.	fp	O

requerimientos	nc	O
:	fd	O

universitario	adj	O
bachillerato	nc	O
en	sp	O
administración	np	B-CARR
.	fp	O

universitario	adj	O
bachillerato	nc	O
en	sp	O
contabilidad	nc	B-CARR
.	fp	O

experiencia	nc	O
:	fd	O

en	sp	O
el	det	O
área	nc	O
de	sp	O
operaciones	nc	B-AREA
con	sp	O
1	z	O
año	nc	O
de	sp	O
experiencia	nc	O
.	fp	O

estudios	nc	O
de	sp	O
ingeniería	np	B-CARR
,	fc	O
administración	np	B-CARR
o	cc	O
contabilidad	nc	B-CARR
.	fp	O

conocimientos	nc	O
de	sp	O
nivel	nc	O
avanzado	vmp	O
de	sp	O
office	nc	B-REQ

contar	vmn	O
con	sp	O
experiencia	nc	O
mínima	adj	O
de	sp	O
1	z	O
año	nc	O
en	sp	O
operaciones	nc	B-AREA
en	sp	I-AREA
mina	nc	I-AREA
.	fp	O

deseable	vmi	O
vivir	vmn	O
en	sp	O
arequipa	np	B-LUG
o	cc	O
cusco	np	B-LUG

deseable	adj	O
licencia	nc	O
de	sp	O
conducir	vmn	O
a2	z	O

